text,label
"When the American movie industry tries to critically look at their own government they make damn sure it looks good even when it's bad.<br /><br />The film does 1 thing right it demonstrates perfectly what is wrong with the American politics. The motto seems to be to f**k with whoever it takes to get things done!!! Mix an American Congressmen, a CIA agent, a Jew and an Arab... just to f**k the Ruskies. Thanks to US for giving us Osama Bin Laden.<br /><br />The disappointment of the film comes in the face of muddling up the issues: using imagery of Afghan children with no arms and the stories of soviet atrocities and then making a blatant attempt to suggest a link between those and the reasoning behind the American help. Every sensible person knows why the $1,000,000,000 was raised... not the dying Afghani children that's for sure.<br /><br />As usual the serious issues are covered into facade of bullshit dialogue. ""Here is to you, you M***r F*****s"" Hoffmam chants at the end, all that's missing is the American flag in the background and the stupid military solutes. The films can not help but leave the aftertaste of the feeling of American pride and glee on how we (the Americans) have saved the world... once again. Not even the last 5 minutes of the film can save it, where an attempt is being made to stop praising yourself and wake up to the fact that its just another American F**k up.<br /><br />The acting and editing was good though.",0
"Kennan Ivory Wayans was so funny in Low Down Dirty Shame that I had to see this one and it was one of the worst he has done and Steven Seagal didn't help much. It starts off with some odd religious killings that don't make much sense to Jim Campbell (Keenan). He is surprised to see a new partner waiting for him to work by his side to crack the case but Jack Cole doesn't seem to be who everyone thinks he is until Jack's ex wife is killed in one of those ritual killings that end up making him the suspect as well. It's the same thing as all of his other movies: Smoke past, CIA involvement and now trying to be a normal cop. Why does Steven dress up like he is from a Western movie? And the prayer beeds on top of that make things a little confusing.",0
"Though I can't claim to be a comic book fanatic, I have read my share, so I guess I'm part of the audience of this film, and I wasn't disappointed. It does run out of steam near the end, it's almost overflowing with ideas, and it seems like Lena Olin, one of my favorite actresses, was left on the cutting room floor. Also, a little of Hank Azaria's Blue Raja can go a long way. Still, it's easy to forgive all of these faults when you have a film which is this much fun. All the actors seem to be having a blast with their roles, especially William H. Macy as the straight-arrow Shoveler, and Janeane Garofalo as The Bowler. And unlike some, I found the design of the city to make the joke even funnier. I also liked how disco was the music of choice of the bad guys; somehow, it seemed appropriate.",1
"I saw this back in '94 when it was finally released. Apparently because Orion pictures was in bankruptcy, I think, the movie had not been released a couple of years earlier.<br /><br />I have problem remembering details partly because I haven't seen it in a long time, but I do remember it as a very dull movie. I kept debating whether to walk out of it. The store was not at all interesting or engaging. Was a 3rd rate America Graffiti imitation. <br /><br />None of the performances make it worth watching either. One of the biggest disappointments since a local newspaper reviewer gave it a high rating.",0
"I caught this filmshow about the most unlikely, success? ,from a lower league, football team. The plot is thick and roles out some great tenuous twists and turns. Intercut with shots and commentary from the 70's .I was taken aback by its shear footy fun.<br /><br />A great cast includes the excellent Tim Healy as the crazed(drunk) manager , bumbling along hanging on to anything that will make his team win...? I keep remembering bits such as the stolen secret file that Don Revie( Super leeds united and england manager-loved by the fans hated by everyone else)has on Bostock United ( the underfelt men) which in its detailed report of their opposition, Bostock United, in this the FA Cup final, merely says ""Sh-te"".<br /><br />Lots of other footy gags a long time before the fantastic feature length ""Mike Basset - Football Manager"" Starring Ricky Tomlinson.<br /><br />Up there with the, Gung ho English beating Germans, at football. Well morally.Although the score lines says different , of ""Escape to Victory"" ( I still cheer when England score )<br /><br />And the thankless eternal grind of following a really bad team in Micheal Palins ""Golden Gordon"" from ""Ripping Yarns"" series ( with Terry Jones)the team were called Bostonworth United ,in case your interested.<br /><br />I've looked high and low for a copy of Bostock's Cup-even Nick Hancock's biography doesn't list it ( probably someone -not mr hancocks- error)<br /><br />Play it again or sell me a copy- PLEASE....",1
"I have watched this movie over and over since it first came out. I was fifteen and even then, I knew it was cheesy. It had such great potential and I constantly rewrite the script in my head. The Capoeira ruined what could have been a good drama. I loved the fact that it was shot on location. Too bad that the characters were underdeveloped. It's like they wrote a first draft of a script then made the movie right away. At fifteen I could have written a better script!Some scenes and dialog seemed to come out of nowhere and you were left with a lot of unanswered questions. And was it just me, or did it seem like Lobo was sexually attracted to his cousin? ""Elena's grown into some kind of woman!"" And the way he was always touching her. Would have an interesting plot twist, Elena working for her drug dealing cousin who is also a perv. Too bad they missed the mark on this one.",0
"Picking this up along with the rest of the Marx Brothers box set, I found myself disappointed by most everything beyond A Night at the Opera. This stinker is prolly the worst I've seen of them so far, with the clever lines left out and the characterization is woeful. The playwright is so obscenely stupid in this play it's hard not to tackle the television and try and strangle him.<br /><br />As it is, the Marxes seem to do better as outsiders brought in to wreak havoc, and are much much better when they have a good gag or two at least. The material here is all obviously written for anyone, and it really wastes the Marx's talent. Avoid. <br /><br />Rating: 3/10",0
"I recently bought this movie for three bucks at a garage sale, and while I'm glad I didn't have to pay the usual $19.99 for this DVD, I was pleasantly surprised by how good the film was.<br /><br />It's set up like a horror anthology, broken up into 5 tales, including the 'connector' story which involves four teenagers who's car breaks down a dark, lonely road in the middle of the night. Apparently, these kiddos like horror stories, because that's what they decide to do until morning - tell spooky stories around a campfire. Each character takes their turn telling a story, after which their own story is wrapped up with a nice little twist.<br /><br />The first story, ""The Hook"" is kinda a waste of time, a bit bland and dull. Luckily, this is not one of the main stories and only lasts maybe 5 minutes. It's intended merely to introduce the film and it's easy to overlook the unoriginality of this piece.<br /><br />The second story, ""The Honeymooners"" is, eh, okay. It's about - you guessed it - two people on their honeymoon! They're traveling around in an RV headed to Las Vegas. They decide to stop somewhere for the night, but they're quickly warned by a mysterious stranger to leave the location, or risk being attacked by some dangerous, unknown creatures. This story has a pretty good setup, but just merely an 'ok' delivery. Basically, it's fairly entertaining and mysterious till the monsters show up, then it's just kinda iffy.<br /><br />The third story, ""People Can Lick Too"" is my personal favorite. It involves a young girl who's parents are going out for the night and who's older sis is ditching her for a party. So, she's going to be all alone - a fact she makes known to an internet buddy of hers. Trouble is, that internet buddy? Is not exactly a thirteen-year-old girl. This story's conclusion is slightly less climatic than I might have liked to have seen, but still pretty dang good.<br /><br />The final story, ""The Locket"" is definitely the one packed with the most atmosphere. Set in a creepy mansion on a dark, rainy night, it's the tale of a young man (played by Glenn Quinn!) traveling around on a motorcycle who stumbles across this house just at the time that he conveniently has a problem with his bike. He meets the mute girl who lives in the house, and falls in love with her at first sight. Unfortunately, not everything is all fine and dandy - and it might have something to do with that locket hanging around her pretty neck...<br /><br />After the stories are wrapped up, we're presented with a twist involving the four teens in the car, a twist which, in retrospect, should have been obvious, but which it didn't really see coming, and it's a quite pleasing conclusion to film.<br /><br />So, all in all, a good movie. Rent it if you can, because unfortunately, I don't really think it has a lot re-watching value. But next time you're in the mood for a vaguely scary litte flick in the same vein as ""Tales of the Darkside"" or something, grab this movie and some popcorn, turn off all the lights, and treat yourself to this surprisingly nifty little flick.",1
"The fifth ""Black Emanuelle"" I've watched has, potentially, the most intriguing plot line dealing as it does with the intrepid female reporter investigating the white slavery/prostitution racket which takes her from San Francisco to Rome to Macao and back to her own hometown, New York! The film is peopled with past veterans of the series which, inexplicably, play completely different roles, namely Ivan Rassimov (appearing here as a head of a United Nations committee for Third World countries!), Karin Shubert (as a feminist rival reporter) and Don Powell (as Rassimov's chauffeur).<br /><br />Unfortunately, as usual with this type of film (despite their being shown in the dead of night), it is heavily edited and a particularly graphic scene (described in ""Stracultr) in which an Asian slave trader gets his comeuppance by being sodomized by a dog is nowhere to be seen here!! Still, a harrowing sequence late in the film when a sleazy politician tricks a couple of girls (including, naturally, Gemser and Shubert) into a midnight rendezvous under a New York bridge with a group of bums (this is the way he gets their votes, get it!) - with his high society pals giddily looking on - seems pretty much intact.<br /><br />The most ridiculous element of this entry - apart from Gemser's penchant to disrobe completely every time she enters a house (even in front of perfect strangers) - is her excursion to India to interview a charlatan/Guru (George Eastman made up to look considerably Christ-like!) who has found a way to prolong coitus indefinitely; of course, when Emanuelle calls him up on it, he ends up having premature ejaculation...!!",0
"With a special telescope, Dr. Janos Rukh (Boris Karloff) successfully proves that years ago a meteorite landed in Africa containing an unknown, but extremely powerful element. Dr. Benet(Bela Lugosi) form an expedition led by Rukh to locate the element. Unexpectedly, Rukh discovers ""Radium X,"", even more powerful than radium and very radioactive and Karloff becomes contaminated and can kill anyone by just touching them. The sparks really fly between Lugosi and Karloff in this classic science-fiction film during the post-World War II era. Director Hillyer used a few standing sets from ""FLASH GORDON"" series which was being filmed at the same time and also inserted some footage of electrical machines from Frankenstein. Universal kept the public unaware of the special effects being used in this great classic film. Karloff and Lugosi were at their very best and they both enjoyed working together and will be enjoyed by future generations.",1
"I am an avid fan of violent exploitation cinema, who would never attack a film for being violent or disturbing. I consider ""Cannibal Holocaust"" a masterpiece and will always defend controversial films like ""Day Of The Woman"" or ""Last House on the Left"" as genuine classics. Anyone who browses through my other user comments will notice that I am actually very pro-violence/gore when it comes to films. However, I do think that there should be at least some point to the violence. This piece of crap doesn't have any point whatsoever. The first film in the notorious ""Guinea Pig"" series, ""The Devil's Experiment"" (1985) is widely controversial, but, as opposed to many other controversial films, this stinker has nothing at all to be recommended for. I must say that, before seeing any of the Guniea-Pig films, I already had a feeling that I would hate this one, knowing what it was about. Due to its status as one of the most controversial films around, however, I decided I had to see it. I am very glad I didn't waste any money on this pile of crap, and I sure wish I hadn't wasted my time with it either.<br /><br />This thing's story (I don't even want to call it a 'film'): It doesn't have one. Three scumbags torture a woman to death for some excruciating 40 minutes. That's it. There is no artistic value, no 'shocking' story, no suspense; nothing. Simply the disbelief that a film that shows NOTHING except for a woman being tortured for no reason enjoys an enormous cult-following. It IS disturbing, I give it that. Of course it is disturbing to watch a torture video for 40 minutes. What is more disturbing, however, is the fact that many people actually seem to regard this pile of garbage as some kind of masterpiece. I really cannot figure why. The fact that the gore effects look realistic cannot be the reason, I hope. The girl who plays the victim isn't a very good actor, and reacts very calm to all the torture. That makes the film look less realistic, which is, in this single case, a good thing. This is a film that is sickening; not for its gore, but for its redundancy, its existence for the sole purpose of showing 40 minutes of torture.<br /><br />I strongly oppose any form of censorship. Since this is 100% fake and nobody got hurt during its production, it IS legitimate to make such a film. However, I cannot think of a single reason why anyone would like this, other than the morbid desire to watch suffering and the enjoyment of torture. This film's sequel ""Flowers of Flesh and Blood"" gained notoriety when actor Charlie Sheen mistook it for an actual snuff film and informed the FBI. Fortuneately, the film turned out to be fake. Overall, ""The Devil's Experiment"" is a fake torture/snuff film that seems to have the sole purpose of looking as close to a real snuff film as possible.<br /><br />""The Devil's Experiment"" is one of the worst films I have ever had the misfortune of sitting through. Don't torture yourself by giving this piece of crap a try for its controversial status. Do yourself a favor and avoid it. Zero stars out of 10, I wish there was a negative scale in order to appropriately rate this pile of crap.",0
"Who could possibly have wished for a sequel to Bert I. Gordon's legendary bad trash-film ""Food of the Gods""? Nobody, of course, but director Damien Lee thought it was a good idea, anyway, and he put together a belated sequel that stands as one of the most redundant movies in horror history. ""Gnaw"" is a sequel in name only, as the setting moved to a typical late 80's location (a university campus) and also the cheap & cheesy gore effects perfectly illustrates the 80's. This script hangs together by clichés, awfully written dialogs and plot situations that are not so subtly stolen from other (and more successful) horror classics. Neil Hamilton is a goody two shoes scientist who performs growing-experiments on ordinary rodents in order to do a fellow scientist a favor. Due to some incredibly stupid animal rights activists, the huge and ravenous rats escape and devour pretty much everyone on campus. Following the good old tradition that Spielberg's ""Jaws"" started, there's an obnoxious Dean who refuses to admit the problem even though severely mutilated corpses are turning up everywhere. During a hysterically grotesque climax, the rats invade the opening ceremony of the campus' new sport complex! ""Gnaw: Food of the Gods 2"" is terribly bad and therefore a lot of fun to watch! The characters do and say unimaginably stupid stuff (like descending into the sewers unarmed while they KNOW it's infested with rats), the acting is atrocious and there's a genuinely bizarre sequence involving the hero having sex under the influence of growth-serum! I wonder what Freud's theory would be on that! There's a satisfying amount of gore and sleaze and  it has to be said  the music is surprisingly atmospheric. In case you just can't get enough of this junk, there are quite a lot of creature-features revolving on mutated rats, like the Italian schlock film ""Rats: Night of Terror"", the modest 70's cult film ""Willard"" and its lame sequel ""Ben"", the 2003 ""Willard"" remake starring Crispin Glover and the surprisingly good recent rat-movies by once-famous directors Tibor Ticaks (""Rats"") and John Lafia (""The Rats""). Go nuts!",0
"As I watch this film, it is interesting to see how much it marginalizes Black men. The film spends its time showing how powerless the most visible Black man in it is (save for an heroic moment). For much of the film, the other Black men (and dark-skinned Black women) in the film are way in the background, barely visible.<br /><br />Vanessa Williams' character was strong and sympathetic. The viewer can easily identify and sympathize with her. There are also some fairly visible and three-dimensional support characters who are light-skinned, and some White characters of some warmth and dignity. But 99% of the Black males in this film are nothing but invisible men. Voiceless shadows in the background, of no consequence. Such a horrible flaw, but anything but unusual in the mainstream media.",0
"The only reason I watched the movie till the end was the ""hope"" to see something interesting. The movie is really bad and the performance of the girl it is really, really bad, honestly, I am not a movie critic neither an expert but you just need common sense to notice that this work it is incredibly bad.<br /><br />The first thing that came to my mind as soon as she started to talk was: ""She has an affair with Willem Dafoe and he accepted to help her with the screenplay and appear in her movie since she is the brilliant director""... surprise, surprise, next day after I watched the film I found out on internet that Giada Colagrande is his wife. Awful story and terrible performance.",0
"Dragon Ma (Jackie Chan)is back, having rid the seas of the dreaded Pirate Lo. Back on land, he is assigned to the police force, where he is to clean up corruption and crime in a local suburb. Along the way, he is caught up in the fate of several Chinese patriots attempting to secure sympathy and support for their revolutionary cause. The Chinese Manchu government is after these revolutionaries, and anyone that stands in their way is in trouble, even if they are in the police force. I had big expectations for this movie after i saw Project A. But sadly I was a little disappointed. There is just too little action compared to the first film. There is just one good fight scene until the big ending. That fight scene is in the ""gangsters place"" and its good, a lot of people flying all over the place and hard kicks and punches are throw. Jackie Chan and his stunt team don't disappoint here at all. The ending is very entertaining, Jackie Chan shows us why HE is the best stuntman in the world. Really exciting stuff! The only bad thing with the ending, is that the fights are too short and forgettable. Conclusion: Many funny moments, good acting and crazy stunts. But not enough fighting for a top rating.",1
"Child 'Sexploitation' is one of the most serious issues facing our world today and I feared that any film on the topic would jump straight to scenes of an explicitly sexual nature in order to shock and disturb the audience. After having seen both 'Trade' and 'Holly', one film moved me to want to actually see a change in international laws. The other felt like a poor attempt at making me cry for five minutes with emotive music and the odd suicide. <br /><br />I do not believe that turning this issue into a Hollywood tear jerker is a useful or necessary strategy to adopt and I must commend the makes of 'Holly' for engaging subtly but powerfully with the terrible conditions these children are sadly forced to endure. 'Trade' wavered between serious and stupid with scenes involving the death of a cat coming after images that represented children being forced to commit some horrendous acts. I found this unengaging and at times offensive to the cause. If I had wanted a cheap laugh I would not have signed up for a film on child trafficking. <br /><br />For anyone who would like to watch a powerful film that actually means something I would suggest saving the money on the cinema ticket for the release of 'Holly'.",1
"I think that Never Been Kissed was a totally awesome movie. The casting was really good and they acted very well. I really like Drew Barrymore and of course for me it was excellent. I was scared at first because it said that it wasn't coming out on video. Boy, am I happy that it is because it's a beyond cool movie. Go see it if you already haven't!",1
"Debbie Vickers (Nell Schofield) and Sue Knight (Jad Capelja) want to become one of the cool girls in their high school. Uncool and ugly girls had two options, be a mole or a prude! Debbie and Sue imitate them by using their cheating practices in an exam. Two of the cool boys, Garry (Goeff Rhoe) and Danny (Tony Hughes) ask them for their answers and they all get busted. After a bawling out from the headmaster (Bud Tingwell) the cool girls meet them outside in the playground and confronted them about whether they ""dobbed"" on them all. As Debbie and Sue hadn't the cool girls invited them to the ""dunnies"" for a smoke. They then start to hang with them on weekends at the beach, watching all the boys surf. Sue ends up going out with Danny and Debbie with Garry. A lot of usual teenage action takes place including sex, drugs and rock and roll. Garry has an eventual overdose of heroin which makes Debbie face the inequalities of life and she decides to learn to surf instead of just watching the boys. They are not happy but watch her, calling names, and eventually Debbie masters the board. A cool early 80s Aussie film.",1
"When I heard that the Dukes of Hazzard was going to be remade with current actors and a solid script, I was like, ""alright, I'll give it a chance, it's not going to be better than the first, but we'll see what happens."" Well, I saw what happened. I saw a great late 70's/80's show that was a classic, basically humiliated by Hollywood. It's so sad to see that Hollywood scriptwriters cannot come up with something original these days. They are seeming to take a great show that had a great target audience, and try to ""REMAKE"" the classic show. HEADS UP Hollywood... IT AIN'T WORKIN!!!! Anyway, more about the show. I think they could have casted a better actor than Sean William Scott (Stiffler from American Pie) to play Bo. I'm sure that John Schneider is definitely disappointed with how his character was portrayed and taken advantage of. Also, Get for real, Johnny Knoxville, as Luke Duke. How low can you go?? A crappy jackass actor to play lovable Luke. This sickens me. Also, I'll give Jessica Simpson is a beautiful woman, but her acting sucks. Catherine Bach who played the original Daisy, was smart, sexy, strong, opinionated and a good IL' southern girl. She was every little girls role model growing up! (I owned the doll and the Jeep - thank you very much!!!) Anyway, Jessica Simpson played a smart ass, 2-bit slut as Daisy Duke. Daisy never was blonde. Why did they have to cast her. Jessica Alba would have played a great Daisy Duke. She can speak with a great southern accent, and she is gorgeous, and would have done a wonderful job. Anyway, I'd like to say that this movie blew something fierce. I feel like I got ripped off by paying $8.50 for tickets, and they should refund my money. If you like the Dukes of Hazzard (the original series) don't see this movie. It'll just upset you. CMT (country music television) plays the reruns of the Dukes all the time later at night. So set your TIVO's and go with the real thing, not the imitation on the big screen in Hollywood.",0
"Everything about this film is hog wash. Pitiful acting, awful dialog, ugly native girls. this movie sinks into oblivion!!!!!!!!!!!!!!! The director must have been a weekend bender. Robert C. is totally lost and has not got a clue on what is going on . The college kids are worst. No acting talent at all, very stupid reasoning, and just down right dumbbells. Special effects are for the birds. The so called security force around this park belongs in toy land: with stupid looking guns, walkie talkies that are useless; and a computer system that ranks with a roll of toilet paper. if the park is under construction and nothing works; why bother inviting potential clients until everything is complete. the writers should be the first victims of the mess along with the producers and the crew. The whole film belongs in a septic tank shot to another planet for viewing. What a gem. Convicts should have to watch this, so they can commit suicide.",0
"While the overall idea of Escape from Atlantis was intriguing, I found the film to be far less than what I had hoped for upon reading the plot summery. Perhaps I am too much of a child in the technological age: the movie was made, as it is now 2002, an official five years ago --after viewing fantasy epics such as Lord of the Rings, and science fiction feats like Star Wars, as a whole it could not compare to other movies of similar line such as Dinotopia or Homer's The Odyssey.<br /><br />My beef, basically, is that I couldn't relate --I am just about the same age of the children (a young adult), and have no trouble putting myself in the place of a middle-aged man if that is the character available. But the picture did not take me to a different mental plain of existence. I didn't find myself saying 'ACK! I would have done the SAME thing!'. It did not open the doors to my imagination. Even without comparing it to high-budget films or other TV movies, standing alone, certain aspects of the feature I found to be cliche: The character development in the children occurred too rapidly for my liking, seeing too much of the stereotypical selfish-teenager-bitter-after-divorce image changing into the we're-a-big-happy-family-let's-never-separate-again feel that can ultimately make or break a picture in the long run. Even the characters themselves could have undergone improvement: a typical set of one or the other stereotypes. There was the ever-present selfish beauty looking to be rebellious, accompanied by Mr. Perfect image of combining athletics, good looks and intelligence yet a brooding attitude, and lastly the smart-aleck little brother we find to be so common these days. While I know the personalities pushed the story along, I think that adding more individuality as far as nuances and more unique differences would have made it a more enjoyable --and believable (as far as character)-- movie.<br /><br />I do have to raise my glass to the costume and set design --that made it worth finishing to the end for me. Don't get me wrong: all movies are worth seeing for yourself, and the opinion of one could never account for the opinion of many, but I think that with a little more depth to the script, and a little more (I cannot believe I am saying this) realness I dare say Escape from Atlantis could have been magical.",0
"My opinions do not flow with the majority in most cases. I tend to lean toward the artsy, imaginative, and different. This movie was reminiscent of Frances Ford's ""The Black Stallion"" wherein a fantasy situation is created to showcase the beauty of a magnificent creature who's not readily available to view performing at its peak except on these multitudes of documentaries ala natural. Unlike those nature films, this offering utilizes the finest movie making techniques the industry has to offer fit for a diva creating one of the most sensual super stars (the cat) on the screen.<br /><br />This fantasy depicting the love relationship that develops between a french soldier (he is very nice too) lost on the Egyptian desert and a female leopard he encounters when he chances upon an abandoned Egyptian temple is mesmerizing. I bought into it wholeheartedly. If you are the least bit open to fantasy and appreciate the grace, beauty, power and sensuality of the feline, you should enjoy it.<br /><br />The only flaw in my book was the ending. It was a perfect set up for a Romeo and Juliet finale - that would have taken me over the top.<br /><br />",1
"The Blue Planet series is, without a doubt, one of the greatest documentaries ever made on the ocean. For five years, filmmakers worked tirelessly on the series, getting footage that has never been seen by anyone (i.e. in the title, The Deep.) <br /><br />I highly recommend you watch this series. To see the angler fish outside of the small pictures shown in textbooks is truly a treat, but only a needle in the vast haystack of the sea that Blue Planet covers. From the open ocean to tidal pools, coral seas to the deepest darkest part of the ocean itself, the BBC takes the viewer on an almost magical journey through the ocean. <br /><br />I have to admit, one of my earliest dreams in life was to be a marine biologist, and after seeing this series, the dream was revived. I have studied the oceans of this world for years, and have seen countless documentaries on coral reefs and dolphins, whales and crustaceans. But in all, no one has managed to capture the life beneath the waves quite as well as this group of people.<br /><br />Watch the 'Blue Planet' series in it's entirety, I promise you won't regret it.",1
"Along with ""Aparadektoi, the best Greek Comedy series ever ! Lefteris Papapetrou writes and Antonis Aggelopoulos directs in a magnificent way Soso, Alekos, Flora, Achilleas, Grandpa Aristides, Machi, Johnnie, Corrina and Michalis ! In a few words, Alekos, a butcher living in a district around the center of Athens is married to Soso. One day he meets Flora, an old date of his, who now is married to Achilleas and lives along with her father-in-law and his caretaker, Machi. Machi also has a son named Johnny who appears at the end of the first period and the entire second one. the rest main characters are Michalis, Alekos's assistant at the butcher's and bi-sexual and Corrina, Achilleas's lost sister who has turned up to be the best prostitute in the entire Athens. The main story of the series is Soso's attempts to kill Alekos, because he is cheating on her, but everything else happening in that are not of lower importance. Brilliant screenplay, with an excellent plot, poisonous quotes, awesome performances and a great directing. Original idea and especially the shootings were something that was done at the Greek television, for a series of the Greek television, for the first time, e.g. scenes shot under water ! Surely a serial you will never stop enjoying !",1
"All Dogs Go to Heaven is, in my opinion, the best animated film ever made. I'm not really a big fan of animated films, but there's something about this one that makes it better than any other animated film I've seen. The music is wonderful as is the performances of Burt Reynolds, Dom Deluise, and especially Ken Page as the King Gator. ""Let's Make Music Together"" is perhaps one of my favorite songs from any movie musical I've seen. This is definitely a must see for people of all ages.",1
"I remember watching this movie with my friends when we were 4 years old, but the weird thing is that I never watched it after that. The other day I was babysitting and my cousin never saw All Dogs Go To Heaven so we rented both movies and watched them together today and he really loved these movies. So many memories came back watching this movie once again and I have to admit I even cried a little. I'm 22 years old and the ending still gets to me. All Dogs Go To Heaven is one of the most touching animated films and I'm shocked honestly by this rating of 5.8, I thought this movie would bring back good memories for others as well. I admit the animation was a bit typical but the story is just so charming and fun.<br /><br />Charlie is a gambling dog who gets killed by another gambling dog, Carface. But when Charlie wants revenge he comes back to Earth with a watch that can't stop ticking or that's the end of his life again. When he and his best friend, Itchy, look for Carface and spy on him they find out how Carface gets all his money, he has a little orphan girl who talks to animals and finds out who is going to win the races. Charlie takes the girl, Ann-Marie, and makes fake promises in order to get the money. But he ends up learning that maybe he should put Ann-Marie first before himself when Carface goes back to him with a vengeance.<br /><br />All Dogs Go To Heaven is the perfect family film, it's not Disney, but this is an excellent family film to watch. Not to mention that it's just so cute and touching. I know it's ridicules and some people call me crazy, but this movie for me when I was a kid made me believe that dogs have souls. How could they not? They're just so loving, and I think I'm going to cry again. But anyways, I would just recommend this movie for anyone, it's a fun movie to watch.<br /><br />7/10",1
Don't get me wrong - I love David Suchet as Poirot. I love the series as well as the movies but enough already re: Death On The Nile. Everyone has done this one! We know who dies. We know why they die. We know who the killer is. We know how it was done. So I say enough already! Mr. Suchet could have used that awesome talent in another one of Agatha Christie's novels. I will say that the acting by all the actors was superb. The sets were terrific and very realistic. I especially liked David Soul but I was surprised at how 'awful' he looked. I hope he doesn't look that way in 'real' life! I honestly can't remember from other movies whether the very end was the same. Somehow I don't think so. I thought that was a rather brilliant touch whether or not Ms. Christie wrote it that way. I would much rather have that ending then wasting away in prison!,0
"...I saw this movie when it first came out in France, in my hometown, 54 years ago, I was nine, and today I still remember each black and white frame, especially the black ones, because it was so tense, scary, those sneaking attacks through that dark pass in the mountain, the two soldiers, prisoners forced to fight each other by their captors, the last battle with the uncovering of the wagon with the Gatling in it firing away, the last fight between Peck and the chief, and the Happy End which let me take back my breath. I haven't seen it since then, and I don't know if it would be a good idea to see it again today, it was such a fabulous moment for the kid I was.",1
"Released in December of 1957, Sayonara went on to earn 8 Oscar nominations and would pull in 4 wins. Red Buttons won the Oscar for Best Supporting Actor in his role as airman Joe Kelly who falls in love with a Japanese woman while stationed in Kobe during the Korean War. Oscar nominated for Best Leading Actor, Marlon Brando plays Major Lloyd Gruver, a Korean War flying ace reassigned to Japan, who staunchly supports the military's opposition to marriages between American troops and Japanese women and tries without any success to talk his friend Joe Kelly out of getting married. Ironically Marlon Brandos character soon finds love of his own in a woman of Japanese descent. This movie highlights the prejudices and cultural differences of that time. Filmed in beautiful color and with stunning backgrounds I found this movie to be well worth watching just for these effects alone. Good movie, gimme more...GimmeClassics",1
"War, Inc. - Corporations take over war in the future and use a lone assassin Brand Hauser (John Cusack) to do their wet-work against rival CEOs. A dark comedy satirizing the military and corporations alike. It was often difficult to figure out what exactly was going on. I kept waiting for things to make sense. There's no reason or method to the madness.<br /><br />It's considered by Cusack to be the ""spiritual successor"" to Grosse Point Blank. I.e., War is more or less a knock-off. We again see Cusack as an assassin protecting *spoiler* the person he's supposed to kill as he grips with his conscience. To be fair, John Cusack looks kind of credible taking out half a dozen guys with relative ease. The brief fights look good. The rest of the film does not. It's all quirky often bordering on bizarre. War Inc's not funny enough to be a parody, and too buoyant for anyone to even think about whatever the film's message might be, which I suppose might be the heartless ways that corporations, like war factions compete and scheme without a drop of consideration given to how they affect average citizens. Interesting, but the satire just doesn't work because it's not funny and at its heart the film has no heart. We're supposed to give a damn about how war affects Cusack's shell of a character rather than the millions of lives torn apart by war.<br /><br />John Cusack gives a decent performance. His character chugs shots of hot sauce and drives the tiniest private plane but quirks are meant to replace character traits. Marisa Tomei is slumming as the romantic sidekick journalist. There really isn't a lot of chemistry between them. Hilary Duff tries a Russian accent and doesn't make a fool of herself. Joan Cusack just screams and whines and wigs out. Blech. Ben Kingsley might have to return the Oscar if he doesn't start doling out a decent performance now and again. Pathetic.<br /><br />It's not a terrible movie, but in the end you gotta ask ""War, what is it good for?"" Absolutely nothing. C-",0
"What is your freaking problem? Do you have nothing better to do than sit on your fat asses and blog about about how you find something in bad taste? Here's an idea:Go outside. That's right: Walk outside your mom's basement that you've been living in for 13 years and GO OUTSIDE. ""But I can't leave! Star Trek is on in 30 minutes and I still haven't married that avatar on World Of Warcraft!"" Oh my God, in that case, stay inside! Alright, I might have gone overboard there. I mean, Star Trek is okay but I don't really watch it that much anymore. Either way, do you really have to write crap about Mind of Mencia. It's A GOOD SHOW. Maybe you're just venting your anger because that girl dumped you on World of Warcraft. Or you're constipated. Try putting fiber in your diet.",1
"Dick and Jane Harper (Jim Carrey, Téa Leoni) wind up on the unemployment line when the corporation Dick works for is caught in a corruption scandal, and after desperately and unsuccessfully trying to find jobs, the duo turns to crime in order to get them out of poverty.<br /><br />I've always been a fan of Jim Carrey. It's been awhile since he has made a straight up comedy. The last one was Bruce Almighty which was pretty good. He has proved that he can do serious dramas but comedy is his real element. Fun with Dick and Jane proves that he still has it. Even though the film was funny, it was still kind of disappointing. It wasn't as funny as I thought it would be. It's worth watching once though unlike most of Carrey's movies, it doesn't have a good repeat value. Part of the problem is the script. I was surprised the script was weak since this is the same guy that made The Forty Year Old Virgin. Some of the jokes just fall flat and other times they seem to be trying too hard. If Jim Carrey wasn't in it, than the film would have been a lot worse.<br /><br />Next to Jim Carrey is Téa Leoni. She's an okay actress but she just isn't very funny. She doesn't match up well with Carrey and she seemed to be phoning in her performance. They should have gone with someone else. The supporting cast includes Alec Baldwin, Richard Jenkins and Aaron Michael Jenkins. The latter plays Billy Harper and he actually gives a decent performance. He wasn't as annoying as most child stars are. Alec Baldwin was okay and Richard Jenkins tried too hard to be funny. To be honest, I'm a little bias here. The film altogether was pretty average but I liked it more because of Jim Carrey's performance. Fans of Jim Carrey should enjoy it but that's about it. In the end, Fun with Dick and Jane is a fun way to spend 90 minutes but its not very memorable. Rating 6/10",0
